x,y,diameter,age,d/D,psr_area,age_low,age_upp,cname
795.0850070258873,754.8338070248335,1.6204562216976064,0.0012847875498412814,0.079846905665408,1.856124041675288,0.0012847875498412814,0.0012847875498412814,0
160.46559963792296,674.1218733204468,1.4568041773277651,0.0027715609487749147,0.0421520364912623,1.500150209651994,0.0027715609487749147,0.0027715609487749147,1
786.9069042717772,159.11253413752536,1.249522967404428,0.00046253216805866235,0.0781649439305444,1.1036233419504191,0.00046253216805866235,0.00046253216805866235,2
767.7955551615072,843.3715783058776,2.2794954479458016,0.006578598018420745,0.055779045769895,3.6729063017421364,0.006578598018420745,0.006578598018420745,4
423.9530710694797,226.54659290333944,2.2461781509360383,0.0015066912383083476,0.0641660872024795,3.566323930123213,0.0015066912383083476,0.0015066912383083476,5
634.0934200046906,483.61068596356415,1.1463613802673305,0.0009374832008826816,0.0556989334961767,0.9289139483942027,0.0009374832008826816,0.0009374832008826816,7
750.0418773565756,699.3070215781081,2.4674349906491235,0.0036619878079607,0.0696545423123675,4.303520034724817,0.0036619878079607,0.0036619878079607,8
166.30859137011234,814.0219399066331,1.2024077875777817,0.0004336258412550519,0.0915364149119393,1.0219648331261817,0.0004336258412550519,0.0004336258412550519,9
548.5314381119911,370.20685057146295,1.5449088741588894,0.00342989875316926,0.0434130214049961,1.6870895153953163,0.00342989875316926,0.00342989875316926,10
770.2484056790387,705.2478419015129,2.022041877793188,0.006781618297802822,0.0384813010272847,2.8900987525955832,0.006781618297802822,0.006781618297802822,11
202.87807114869395,618.3333637363552,2.914461262428123,0.005765117985998746,0.0540547423726797,6.0041144942327636,0.005765117985998746,0.005765117985998746,12
615.1668801739073,553.1066581961593,1.2171791762176591,0.0002213025400982395,0.0620988910234071,1.0472284165454935,0.0002213025400982395,0.0002213025400982395,13
305.2625122659407,386.7314086980383,1.812624807911422,0.0020823932368767687,0.065735389476082,2.3224599307001585,0.0020823932368767687,0.0020823932368767687,14
473.24788580746525,638.8219026993214,2.377490804892693,0.003422223118640277,0.1050530160401633,3.995490318887738,0.003422223118640277,0.003422223118640277,15
233.12142089918356,136.6174667133424,1.4802196822216274,0.00205832337597556,0.0448990478311188,1.5487621987760647,0.00205832337597556,0.00205832337597556,16
185.4686387512514,263.96786916785896,1.3045982494233188,0.001600802974356328,0.0581262827049433,1.2030563608336273,0.001600802974356328,0.001600802974356328,19
435.7835890715932,274.9674744184045,1.1395828587220165,0.001399294369071846,0.0556899740961752,0.9179609505035042,0.001399294369071846,0.001399294369071846,21
639.630253327226,531.7638478731927,1.99680397081388,0.0023774328920550844,0.0591251814674274,2.818404048877299,0.0023774328920550844,0.0023774328920550844,22
402.38155684342325,790.7424269432435,1.3532507630648798,0.0013284738060815792,0.0744903398281774,1.2944609455284652,0.0013284738060815792,0.0013284738060815792,24
814.8282631222135,162.9177249731798,1.3483373660058529,6.59236629345371e-05,0.0669700835490816,1.2850781253822725,6.59236629345371e-05,6.59236629345371e-05,25
766.487239351596,628.0793261426118,2.4066738955039275,0.0001823724460670915,0.0546373871968867,4.094179557118873,0.0001823724460670915,0.0001823724460670915,29
122.05669630270168,785.2069174140618,2.3615676875857843,0.004190255213911001,0.0568639859218404,3.942150375001406,0.004190255213911001,0.004190255213911001,30
391.5543656232388,598.1517686142073,3.132311651464704,0.01950403799127191,0.0386849858729819,6.9352532209860795,0.01950403799127191,0.01950403799127191,31
101.40456932345998,798.6514868059519,1.2948110490870146,0.001923778743932531,0.0527473344680104,1.185073220348246,0.001923778743932531,0.001923778743932531,32
234.1093063060269,422.2027708927273,1.604055217330986,0.002929051458232081,0.0543933957902521,1.8187416781056325,0.002929051458232081,0.002929051458232081,33
146.8893258851951,598.1823163662248,1.694128011878586,0.0010883242304994926,0.0487927905936241,2.0287327386660814,0.0010883242304994926,0.0010883242304994926,35
133.19954640823838,845.7916970849262,1.65623252287368,0.004213117334353916,0.0478483261001774,1.9389874930059445,0.004213117334353916,0.004213117334353916,36
131.7702633295091,616.4463339119443,2.6448615441664614,0.01498007906643851,0.0232575761460206,4.944680955804804,0.01498007906643851,0.01498007906643851,37
625.7542916987665,179.62068145675303,2.6668553772284955,0.0007569632061442477,0.0768940671642633,5.027259692973715,0.0007569632061442477,0.0007569632061442477,38
442.8436535117109,843.0355220147989,1.075899832451764,0.0011034618166982293,0.0591986118238145,0.8182312659315482,0.0011034618166982293,0.0011034618166982293,39
165.11082214635832,320.3083007259494,1.1354843631724685,0.0009500139701903678,0.0975787884349232,0.9113699538366382,0.0009500139701903678,0.0009500139701903678,40
336.91441341289453,735.1630100668312,1.2354080789047048,0.0005783477946518191,0.0930811123242266,1.0788306214337906,0.0005783477946518191,0.0005783477946518191,41
749.7844836636751,136.7748786878077,5.029952291221596,0.004129908488115975,0.077215374574682,17.883813097797827,0.004129908488115975,0.004129908488115975,43
566.9156079282143,493.7967281286648,2.191181399930004,0.001683170118355663,0.0706941481565212,3.3938219658093494,0.001683170118355663,0.001683170118355663,44
816.0638196778339,593.0836164399211,1.3598263051651618,0.001654648259387588,0.0309309156250169,1.3070712648525094,0.001654648259387588,0.001654648259387588,46
353.9575085208655,121.01611224957875,1.0868411414348575,0.0002332336385873902,0.1139989309276586,0.8349578085599043,0.0002332336385873902,0.0002332336385873902,49
463.0188069794274,595.7811400852273,1.1973788775050105,0.00013792753744844548,0.0658614772240605,1.013434246525887,0.00013792753744844548,0.00013792753744844548,50
196.84196966056757,327.09242770013816,1.2069153552360847,0.0019293943937389213,0.0733124540217812,1.0296414470121313,0.0019293943937389213,0.0019293943937389213,52
664.7991326823582,348.0412479072997,1.2146159549575484,0.002031481922402259,0.0341192612762187,1.0428224066115317,0.002031481922402259,0.002031481922402259,56
132.67498491102725,505.0756901007269,1.4491336084071669,0.0001090300174280166,0.0837698776304415,1.4843941985062845,0.0001090300174280166,0.0001090300174280166,59
836.6784696761705,688.3407489902727,1.025238369454199,0.0006783607453008088,0.1050155298567339,0.7429885025898763,0.0006783607453008088,0.0006783607453008088,61
500.79672457186575,790.4657355843804,1.1798780370508934,0.0018688624255502936,0.0672820889400843,0.9840261161101225,0.0018688624255502936,0.0018688624255502936,62
440.7023558537245,378.2099216454097,1.231480886399401,8.199141370227893e-05,0.0607383664087402,1.071982614625946,8.199141370227893e-05,8.199141370227893e-05,66
685.8772932203799,700.3551831585389,1.5879402524273598,0.0033521749585916,0.0725186812626082,1.7823816658342966,0.0033521749585916,0.0033521749585916,67
589.5052597910457,603.9814448110681,2.263682918203455,0.00515560053025887,0.072620494033232,3.6221262038391777,0.00515560053025887,0.00515560053025887,68
484.3373695735812,699.0848180456826,1.0334890191444162,0.0005421581947326645,0.085162241181842,0.7549950843090013,0.0005421581947326645,0.0005421581947326645,69
457.1789394428144,551.4110601066524,1.2927607492472573,0.0018527328344758289,0.0489919416771927,1.1813231261425794,0.0018527328344758289,0.0018527328344758289,70
472.6443388454425,217.8291053202076,1.877435396179728,0.005836115727678594,0.0561370986905546,2.4915086193034663,0.005836115727678594,0.005836115727678594,73
198.1740868167916,573.1742547515405,3.1816440314277368,0.01114245529411244,0.0478281544444829,7.155427198377498,0.01114245529411244,0.01114245529411244,74
181.3230020761052,446.3411083556188,4.481102942954731,0.00981692754651651,0.0972888132328122,14.193916063595774,0.00981692754651651,0.00981692754651651,75
843.8166808707491,138.12096481322533,1.2886650837810227,0.0012969841691938988,0.0561580461980939,1.1738497555474485,0.0012969841691938988,0.0012969841691938988,78
476.9917764345435,488.9910320592228,1.2820184984210896,0.0009092641562083866,0.069672892716409,1.1617721844887872,0.0009092641562083866,0.0009092641562083866,79
692.1384462988719,465.3663047162945,1.2477384774596223,0.0014087162060451523,0.0721985161088617,1.100473342281697,0.0014087162060451523,0.0014087162060451523,80
825.9395532259398,306.24272096565454,1.3678959054937734,0.0006446863747521465,0.0899569060399676,1.3226303678702103,0.0006446863747521465,0.0006446863747521465,81
488.6510877170368,328.5084674708194,1.1019801402897722,0.0012875741928470368,0.0528244569401409,0.8583806646227679,0.0012875741928470368,0.0012875741928470368,82
831.663736791223,887.4336137450034,3.779908182328854,0.01420006812938052,0.059979585368811,10.099384152278787,0.01420006812938052,0.01420006812938052,83
463.321199406574,116.13751520235591,1.0495200380160068,0.0008246828357398462,0.0678430371904936,0.7785990336827077,0.0008246828357398462,0.0008246828357398462,84
552.5105594976349,120.90694178998729,1.3468856196771697,6.965826418848888e-05,0.1032532510071565,1.282312344126448,6.965826418848888e-05,6.965826418848888e-05,85
713.2134125410507,232.36780118294243,6.954777801774928,0.0037344562138525404,0.0708022799467927,34.18998492849196,0.0037344562138525404,0.0037344562138525404,87
714.6759097445313,419.8818999974471,1.559409574249394,0.0017032076533458646,0.0774689411372852,1.7189085960174448,0.0017032076533458646,0.0017032076533458646,88
629.9704314087151,600.0892135030516,1.2911821351400683,0.0023649052965648534,0.0638341938943088,1.1784398165283767,0.0023649052965648534,0.0023649052965648534,91
400.4326515342366,723.6027540945407,1.2216140820306975,8.105604200710621e-05,0.1264314247223941,1.0548736680602417,8.105604200710621e-05,8.105604200710621e-05,92
438.0632113243794,435.8228964187098,2.622991996766713,0.013369036815427886,0.0443606307825813,4.8632469351083305,0.013369036815427886,0.013369036815427886,94
708.3689910863828,765.5807567292187,1.104338137992079,0.0012012725753864101,0.0617578479953955,0.8620580905298036,0.0012012725753864101,0.0012012725753864101,96
289.23909695262506,244.2343309851425,1.3786137957902824,0.0007510967239985954,0.0739575896388188,1.3434380083637396,0.0007510967239985954,0.0007510967239985954,97
894.4142059347591,441.4647811480402,1.1398476762152223,0.0004609523813557346,0.0622229051739646,0.9183876335848032,0.0004609523813557346,0.0004609523813557346,98
484.5746119826096,758.3104375610466,1.0864747854990582,0.0008539134643115461,0.0700701211062863,0.8343950028615243,0.0008539134643115461,0.0008539134643115461,99
802.6538632374607,818.1966155902463,1.013563787628514,0.0011651172960654749,0.0564863099275704,0.7261637452715064,0.0011651172960654749,0.0011651172960654749,102
704.3906728927959,722.3613849507234,1.3455515218352276,0.002214482825479856,0.0662966977392049,1.279773326912116,0.002214482825479856,0.002214482825479856,103
374.02433006040457,502.03361112093006,1.1053442479533286,0.0008903665533006143,0.0516659803291687,0.8636295663153316,0.0008903665533006143,0.0008903665533006143,105
534.4876772901571,564.0008623332965,1.199945954729531,0.0001777397713711992,0.0869837855069686,1.0177843361864296,0.0001777397713711992,0.0001777397713711992,109
715.5906484274736,169.90136622275188,1.017708010164078,0.0008777964933354164,0.0917141570270144,0.732114108779747,0.0008777964933354164,0.0008777964933354164,110
309.6809888698978,201.925732367516,2.129394901660612,0.004182237437685549,0.0849507944998261,3.2051238114389724,0.004182237437685549,0.004182237437685549,111
119.57470349649502,302.2618977442912,1.754105071559636,0.0005721082820495726,0.1150419661832629,2.1749215639073736,0.0005721082820495726,0.0005721082820495726,112
631.0916298696939,472.0687445531929,1.1354578775689224,0.0012035803911240183,0.0261898513149824,0.9113274382326408,0.0012035803911240183,0.0012035803911240183,113
218.4558293724924,784.0738916529949,1.3929354575349866,0.0011327337462039857,0.0469294344463105,1.3714954716832999,0.0011327337462039857,0.0011327337462039857,117
792.3548577096308,799.2558768160981,1.182139517977151,0.00041802353672263135,0.0552358310154842,0.987801911405864,0.00041802353672263135,0.00041802353672263135,118
391.56985505078734,301.5773695350108,2.491966189456861,0.006357473346212881,0.0531410300635624,4.389516461035649,0.006357473346212881,0.006357473346212881,120
283.70549194383165,199.9800027348031,1.0767527995137376,0.00028022125357557665,0.0634147299442091,0.8195291580828539,0.00028022125357557665,0.00028022125357557665,121
582.8559096459851,507.2320924619316,1.1276748150907967,0.0011364930475288857,0.0866117682289075,0.8988767623998927,0.0011364930475288857,0.0011364930475288857,122
207.49749103215177,451.81718134606473,1.529125059143058,0.00047672155684012234,0.060255111166995,1.652792760444034,0.00047672155684012234,0.00047672155684012234,123
783.1444794380167,252.27285184536944,1.7508274547062306,0.003645289716956919,0.0635922913921765,2.166801298267592,0.003645289716956919,0.003645289716956919,124
463.0863518057862,230.5796914432835,1.0576668488360006,0.000745200128746388,0.0990520922907403,0.7907335669686756,0.000745200128746388,0.000745200128746388,125
420.5217631901223,292.9366780399322,1.2655579316130958,0.00021183352724400104,0.0933821062531585,1.1321303963597564,0.00021183352724400104,0.00021183352724400104,127
707.382287918471,853.18117417915,2.0448421120172013,0.006181628027356217,0.0754226247631777,2.9556428343213583,0.006181628027356217,0.006181628027356217,128
188.50457660569643,815.2138359455113,1.0300767515855385,0.00041879119266799273,0.0578404602671014,0.7500177847051916,0.00041879119266799273,0.00041879119266799273,129
661.5749885534211,390.89981455223386,5.3113116027155645,0.025445990361639328,0.0553147547594697,19.940495841501583,0.025445990361639328,0.025445990361639328,130
801.2589967625108,505.4514825049528,2.104099814932468,0.0013420401179955349,0.0808909202693326,3.1294287430475234,0.0013420401179955349,0.0013420401179955349,132
431.35508782434925,269.4138546251048,1.589000167277406,0.002503139925114613,0.0420110336729836,1.7847618602825701,0.002503139925114613,0.002503139925114613,134
264.99152259072656,556.7489761690438,1.1571931005469316,0.0010507755841648997,0.0399346837645674,0.9465510946007892,0.0010507755841648997,0.0010507755841648997,135
334.7013952399332,634.2944331462593,1.3686112051043593,0.0010578375220898066,0.0236960871952256,1.3240139882822555,0.0010578375220898066,0.0010578375220898066,136
235.8364614931781,338.6625825657977,1.2326669252332136,0.0015228089645043217,0.0414921540081627,1.0740484611573722,0.0015228089645043217,0.0015228089645043217,138
111.43530159585046,788.2973649240716,1.1247897890240328,0.0007714629746930432,0.0618358452842178,0.8942833006182627,0.0007714629746930432,0.0007714629746930432,141
843.3332118020007,476.4958776319175,6.4043899061457,0.020866299972472982,0.0625368853834859,28.992650452609976,0.020866299972472982,0.020866299972472982,143
889.8802400866272,508.9967456917107,1.2512028419394632,0.00029774338437762825,0.1149936832851003,1.1065927871433787,0.00029774338437762825,0.00029774338437762825,145
523.12110266487,252.926975923891,1.799113437933403,0.004441091082893857,0.0615308015012251,2.287965574383124,0.004441091082893857,0.004441091082893857,146
501.1658824759161,773.4076505968601,1.576053968235237,0.002738234410713221,0.0515946007683266,1.7557980420534571,0.002738234410713221,0.002738234410713221,147
143.0459720093148,499.8805242594917,1.7500790248699707,0.0001698868985870302,0.0585954668383154,2.1649492001398714,0.0001698868985870302,0.0001698868985870302,149
104.88353558348096,311.8454836390601,1.159935305733948,0.00020090054405928686,0.0746498334224691,0.9510425018971339,0.00020090054405928686,0.00020090054405928686,150
892.3027530456175,309.8620758940441,1.3431566884960902,0.0017912428685777516,0.0552614048579784,1.2752218603172045,0.0017912428685777516,0.0017912428685777516,151
281.30244576384854,752.4810817726093,4.802143725749261,0.00011860340250993194,0.081379649070066,16.3005665448403,0.00011860340250993194,0.00011860340250993194,153
198.91660360357375,580.0517469880818,1.184538898851131,0.0016709073731172364,0.0401588736395217,0.9918158510109539,0.0016709073731172364,0.0016709073731172364,155
679.8566453137022,452.456290801631,1.9861577215778252,0.0028876748357704093,0.0696652641403763,2.788430708239883,0.0028876748357704093,0.0028876748357704093,156
434.2044603865445,737.0856542643281,1.5550744404818575,0.001833071101577155,0.0613510486172192,1.7093648032654134,0.001833071101577155,0.001833071101577155,158
674.9304783776612,891.7099998548238,1.0049064762247386,0.0010545761945243855,0.0713922642821952,0.7138117309666367,0.0010545761945243855,0.0010545761945243855,159
842.7187167203209,557.9241324016535,2.519777538171068,0.009688803277947088,0.0447514662613596,4.488040747173701,0.009688803277947088,0.009688803277947088,161
500.9872169668876,581.8925304643508,1.0487223143720703,0.0006079181125294598,0.0976544480744226,0.7774158817864937,0.0006079181125294598,0.0006079181125294598,164
592.8372087646147,526.3035038096679,1.5066232971115074,0.0032380226905486895,0.0664976273397445,1.6045074879324206,0.0032380226905486895,0.0032380226905486895,165
110.10773518328698,869.1353469016843,1.176545360916253,0.0002067096778178881,0.0822126292220339,0.9784750189512353,0.0002067096778178881,0.0002067096778178881,167
429.6367804305542,359.11119097819113,1.0148799222866765,0.0007844064070478857,0.0646828764866566,0.7280508485835353,0.0007844064070478857,0.0007844064070478857,169
681.847941022318,563.8748000113408,1.562799219989636,0.0013708169696714657,0.0677145559741184,1.7263894063684655,0.0013708169696714657,0.0013708169696714657,171
365.1077399218652,862.8831662043199,1.997701283173228,0.0013087478845489062,0.1156276840665686,2.8209376546342306,0.0013087478845489062,0.0013087478845489062,172
244.95435541900767,522.2000662884469,1.2237113833275022,0.0009120360481823213,0.0595390140886134,1.058498850659801,0.0009120360481823213,0.0009120360481823213,174
504.5807932122125,809.8793540027765,1.8935559695196824,0.0004327663080217066,0.0948385472993127,2.534478921956894,0.0004327663080217066,0.0004327663080217066,175
717.3976442054058,478.7774736960005,1.3580968563800115,0.0005007778398494192,0.0781880317092901,1.3037486708941513,0.0005007778398494192,0.0005007778398494192,176
708.4110400249324,510.6235706638994,1.1610198963148763,0.0018909227523834892,0.0529437194118632,0.9528218666248293,0.0018909227523834892,0.0018909227523834892,177
767.0235098841919,813.2504484175096,1.4431675282087149,0.0019439750002406416,0.0696294710259362,1.4721968625458766,0.0019439750002406416,0.0019439750002406416,178
288.1701921895449,541.4055515021239,4.632042214142666,0.00851651306688461,0.0792441643944302,15.166221977700435,0.00851651306688461,0.00851651306688461,181
719.3596641380094,552.1968667924876,1.0031558560708211,0.0006710031609151101,0.0909985041770047,0.7113268733737372,0.0006710031609151101,0.0006710031609151101,182
597.9410398791056,156.22466913766354,1.0187142380203138,0.000873209268349617,0.0810417798903612,0.7335625356068033,0.000873209268349617,0.000873209268349617,183
110.9053461253534,324.8186987188274,1.211835445413298,0.0008782544375092284,0.0753768241462476,1.038053395018419,0.0008782544375092284,0.0008782544375092284,184
348.4261904597077,810.8964081564759,2.8865892297707814,0.009698531892044874,0.0542506715788256,5.889824640064608,0.009698531892044874,0.009698531892044874,185
683.4944291335554,709.6604918951599,1.0264556049411588,0.0007643079215959395,0.0699846717907452,0.744753806889376,0.0007643079215959395,0.0007643079215959395,187
119.2099292977884,866.0122616467779,1.1952611718852817,0.001316903515492825,0.0572652550941635,1.0098526608222538,0.001316903515492825,0.001316903515492825,188
494.047169987425,679.0227644049451,1.2828250057907398,0.000853169892154135,0.0322819071403966,1.1632343670584613,0.000853169892154135,0.000853169892154135,189
221.31412800979777,402.7623264281152,2.179472371366824,0.002407073548328836,0.0703997889071983,3.3576477053934304,0.002407073548328836,0.002407073548328836,191
693.8694739035893,813.0949618607007,1.034595990916486,0.0008907562879244888,0.0677329747583689,0.7566133034132223,0.0008907562879244888,0.0008907562879244888,193
212.36693899799008,444.098510730388,1.216370082675237,0.0015177215604205469,0.0592735244739518,1.045836634379435,0.0015177215604205469,0.0015177215604205469,195
121.87552043924154,808.108405702006,1.313004543973089,0.002454987139332919,0.058286169335163,1.2186103123016927,0.002454987139332919,0.002454987139332919,196
648.9514181929007,286.15380822277825,1.2938458762678935,0.0004279032245282471,0.0761876559078236,1.1833071338475225,0.0004279032245282471,0.0004279032245282471,198
566.1659394155761,734.4422007886066,1.4986700456011015,0.002949622626497186,0.0755223515307538,1.5876122630516207,0.002949622626497186,0.002949622626497186,199
228.2863930192708,543.9388625378366,1.0695875439238252,2.8721667848832875e-05,0.134418291513671,0.808658329033806,2.8721667848832875e-05,2.8721667848832875e-05,201
580.8229165968854,402.3059808983133,6.341523456199768,0.01624261995213279,0.0660454521635634,28.426251698384846,0.01624261995213279,0.01624261995213279,202
637.8643880447446,861.5655978170037,1.6536316611268316,4.988670967632583e-05,0.1132180862583455,1.9329025035307716,4.988670967632583e-05,4.988670967632583e-05,203
627.5077109718451,574.9226150000973,1.3344351666971814,0.0025200611534371663,0.025432783582603,1.2587148265487431,0.0025200611534371663,0.0025200611534371663,204
702.5830659926407,220.46414693586223,1.3149554005716,0.001237620436324887,0.069160479969791,1.2222342145891083,0.001237620436324887,0.001237620436324887,206
812.2445871334892,355.20936030356063,1.4574517695319775,0.00012218888052632862,0.0973223316223714,1.501484227666171,0.00012218888052632862,0.00012218888052632862,207
487.1143127739771,459.4976674967604,1.5678440400184122,0.00047400449904888364,0.0961964713361556,1.7375531961656907,0.00047400449904888364,0.00047400449904888364,210
774.3013794529074,544.1257247073212,1.892291721033325,0.003210495522774436,0.0719654774612953,2.5310957196294632,0.003210495522774436,0.003210495522774436,211
477.7660621378344,399.9083778668858,3.544377457032295,4.664064285419343e-05,0.0891922421480906,8.879986840558425,4.664064285419343e-05,4.664064285419343e-05,212
513.4117088017954,752.4141341427624,1.3434508024216172,0.0017716921124661326,0.0224225748856841,1.275780397641068,0.0017716921124661326,0.0017716921124661326,213
109.97680987319636,387.0446076494457,1.211595474484325,0.0003486263701196794,0.0419141080103491,1.037642319447919,0.0003486263701196794,0.0003486263701196794,214
780.8359683348501,147.78205981591697,1.338427658355673,0.0013717723535102502,0.054286132181427,1.2662579823670628,0.0013717723535102502,0.0013717723535102502,217
317.873818397946,131.4245182707725,6.063821027153186,0.01592339229391333,0.0659769824551267,25.99112872455908,0.01592339229391333,0.01592339229391333,218
368.466306629966,520.341181298241,1.6496438658356651,0.0008114760827775299,0.1005781051386511,1.923591209374315,0.0008114760827775299,0.0008114760827775299,222
413.8978770096281,524.3339579112635,1.032246222470904,0.00033986704323093954,0.0830758347090967,0.7531803747301739,0.00033986704323093954,0.00033986704323093954,223
437.48398361496976,134.02507841476162,1.6197994704740102,0.00027904958841242617,0.0929528574759574,1.8546198175020303,0.00027904958841242617,0.00027904958841242617,224
280.0001795937085,555.0051235477112,1.3840157879322903,0.0024453116230889202,0.0562657127993917,1.3539869526121582,0.0024453116230889202,0.0024453116230889202,225
165.22966778353876,345.76210825287313,1.5273258779840897,0.003410465419952132,0.0355499342976572,1.6489056693888464,0.003410465419952132,0.003410465419952132,226
447.737103568144,289.6549112914598,1.4528108439397756,0.001467488198912321,0.0720152861834406,1.4919371781193171,0.001467488198912321,0.001467488198912321,230
120.66358886304518,746.6207166752882,1.1397331847917571,0.0011810657137375181,0.0696458757133597,0.9182031488875723,0.0011810657137375181,0.0011810657137375181,231
746.035833657746,549.2603720633058,1.7114509886885916,0.0013041272441449755,0.0596564790736871,2.0704336814822772,0.0013041272441449755,0.0013041272441449755,232
353.4970205748568,533.6003327460372,14.122181976362638,0.08867268885511345,0.0654999999095983,140.9730181082983,0.08867268885511345,0.08867268885511345,233
310.13617102473137,471.36174295647305,1.1478099590184,0.00035938625800713465,0.1047299468865488,0.9312630421530557,0.00035938625800713465,0.00035938625800713465,237
463.41170223998375,401.58057847910914,1.6376954963054535,0.000905008946869212,0.1094039146346714,1.8958269830201788,0.000905008946869212,0.000905008946869212,240
731.0216592607972,895.3461986463323,1.6321578467782003,0.00013667083781220644,0.117844027685775,1.8830276855863612,0.00013667083781220644,0.00013667083781220644,242
277.40560769662216,835.0543336748581,1.746079832861968,0.004320734332759121,0.0684640996476361,2.155066040636754,0.004320734332759121,0.004320734332759121,246
639.9754030209107,453.7822415153864,1.257561302198573,0.001142050246989329,0.029828208127949,1.1178685046298078,0.001142050246989329,0.001142050246989329,249
775.0421820438277,153.6589122758314,1.1408948835200454,0.0006153099534696722,0.0764147354895216,0.9200759013196268,0.0006153099534696722,0.0006153099534696722,250
888.436540030009,528.2150334923876,1.0151902561807382,0.0006151922294632692,0.0841827070451732,0.7284961690479183,0.0006151922294632692,0.0006151922294632692,252
875.0158908914854,126.50316819488616,1.676396272521537,0.0015223295239086138,0.0856542923715347,1.9864871671086752,0.0015223295239086138,0.0015223295239086138,253
483.9753538290215,383.3970473169391,1.0661031090575572,0.0009108137742354542,0.0624807813409815,0.8033981189617706,0.0009108137742354542,0.0009108137742354542,254
